SMS,LABEL
"Sr.(a) MARCELO,CPF 106.xxx.xxx-40, seu debito junto ao BRADESCO desde 26/06/2013 pode ser quitado hoje por R$1900. Ligue agora 08006002934 /whatsapp 11997193858",ok
"MARCIO, CPF 106.xxx.xxx-12, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"ALEXSANDER, propriatario do CPF 106xxx.xxx-47, seu ibicard c&a visa e de R$ 3499,79, lance sua proposta! Responda sem custo.",ok
"ADRIANO, propriatario do CPF 106xxx.xxx-18, seu cartao c&a e de R$ 2346,76, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Albertino, seu CPF 107-xxx.xxx-15 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com NATHALIA. Assunto de extrema importancia, CPF: 107-xxx.xxx-06 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"Estamos tentando contato com ROBSON. Assunto de extrema importancia, CPF: 107-xxx.xxx-29 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"ALERTA:

rl-40us.hmservers.net
MYSQL
15/10/2018 18:21:14

Can&#39;t connect to MySQL server on &#39;107.161.183.163&#39; (111)?",ok
"Faça login no aplicativo OlympTrad?: 107.167.104.32, US, ",ok
"OlympTrad? login: 107.167.105.72, US,",ok
bitnuvem.com: Identificamos acesso do IP 107.167.106.116 na sua conta. 28/08 13:03,ok
"Faça login no aplicativo OlympTrad?: 107.170.146.78, US, New York",ok
"UPGRADE,C4_E_ITER_209.exf,107.170.21.173,69#",ok
"Gruppen SIEM - CORE: Outbound cleartext password usage from non guest network detected (Destination IP: 107.180.44.131
  Destination Country: United States",ok
"Faça login no aplicativo OlympTrad?: 107.182.226.200, US, New York",ok
"Faça login no aplicativo OlympTrad?: 107.191.63.77, FR, Saint-denis",ok
PingdomAlert UP: CL8 - IAM (107.20.157.252) is UP again at 31/10/2018  16:26:19. Downtime: 5m.. P/ sair envie PARE,ok
PingdomAlert DOWN: CL8 - IAM (107.20.157.252) is DOWN since 25/12/2018  11:48:19.,ok
PingdomAlert UP: CL8 - IAM (107.20.157.252) is UP again at 18/03/2019  14:05:19. Downtime: 6m.,ok
PingdomAlert UP: CL8 - Jobs SecGroups (107.20.173.102) is UP again at 24/01/2019  18:47:54. Downtime: 39m.,ok
Problemas com o whatsapp: Globo Brasilia  Problemas para abrir o Whatsapp:   IP: 107.20.22.165,ok
(2/2) RAM: 0  HDD: 120  IP: 107.20.22.165,ok
"SIEM - Cotrijal 
[CORE: Outbound cleartext password usage from non guest network detected (Destination IP: 107.23.88.70
  Destination Country: United States",ok
"BIANCA, proprietario do CPF 107.xxx.xxx-94, seu debito atual junto ao Bradesco e de R$ 5733,59, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) GERALDO,CPF 107.xxx.xxx-98, seu debito junto ao BRADESCO desde 26/05/2010 pode ser quitado hoje por R$800. Ligue agora 08006002934 /whatsapp 11997193858",ok
"ANA, CPF 107.xxx.xxx-32, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"J,CNPJ 10748.xxx/xxxx-05,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$2454.84 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"L,CNPJ 10760.xxx/xxxx-08,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$298.59 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ADAILTON, propriatario do CPF 107xxx.xxx-45, seu cartao canal jeans e de R$ 3354,69, lance sua proposta! Responda sem custo.",ok
"ADALICIO, propriatario do CPF 107xxx.xxx-04, seu cartao c&a e de R$ 2938,27, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Antonio, seu CPF 108-xxx.xxx-87 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com CICERO. Assunto de extrema importancia, CPF: 108-xxx.xxx-10 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"Estamos tentando contato com VLADEMIR. Assunto de extrema importancia, CPF: 108-xxx.xxx-50 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"ALERT SERVER DISK SPACE   
server: streaming0.sitehosting.com.br  
IP: 108.163.176.170  
Disk: /dev/md2 
Disk space used: 85%  
Event registred in: Sat May 25",ok
"SIEM - HMD 
[CORE: Outbound cleartext password usage from non guest network detected (Destination IP: 108.167.132.177
  Destination Country: United States",ok
PingdomAlert UP: FServer/M1/MPS - FMail/FStorage (108.168.199.80) is UP again at 04/26/2019 11:51:47 AM. Downtime: 8m.,ok
PingdomAlert DOWN: FServer/M1/MPS - FMail/FStorage (108.168.199.80) is DOWN since 05/15/2019 01:43:47 PM.,ok
"AMANDA, proprietario do CPF 108.xxx.xxx-26, seu debito atual junto ao Bradesco e de R$ 428,15, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) CARLOS,CPF 108.xxx.xxx-91, seu debito junto ao BRADESCO desde 29/02/2012 pode ser quitado hoje por R$600. Ligue agora 08006002934 /whatsapp 11997193858",ok
"LUANA, CPF 108.xxx.xxx-94, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"ADALGISA, propriatario do CPF 108xxx.xxx-20, seu cartao makro ibi e de R$ 9536,78, lance sua proposta! Responda sem custo.",ok
"ADILSON, propriatario do CPF 108xxx.xxx-52, seu cartao makro ibi e de R$ 3782,49, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Adilio, seu CPF 109-xxx.xxx-38 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com CLAUDIA. Assunto de extrema importancia, CPF: 109-xxx.xxx-24 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"Estamos tentando contato com CARLOS. Assunto de extrema importancia, CPF: 109-xxx.xxx-02 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"Faça login no aplicativo OlympTrad?: 109.136.60.87, BE, ",ok
"OlympTrad? login: 109.167.134.253, RU, Saint Petersburg",ok
"Faça login no aplicativo OlympTrad?: 109.169.23.79, GB, ",ok
"OlympTrad? login: 109.197.188.2, PL, Rybnik",ok
"PIN: 443652. We have detected that you are login from United States using IP 109.236.52.135, please use this pin to authorize your login!",ok
"PIN: 160112. We have detected that you are login from United States using IP 109.236.52.250, please use this pin to authorize your login!",ok
"OlympTrad? login: 109.245.229.229, RS, Beljevac",ok
"OlympTrad? login: 109.254.254.77, UA, Donetsk",ok
"OlympTrad? login: 109.86.190.193, UA, Kharkov",ok
"OlympTrad? login: 109.87.193.112, UA, Kharkov",ok
"OlympTrad? login: 109.87.24.10, UA, Kharkov",ok
"PIN: 367455. We have detected that you are login from United States using IP 109.94.172.64, please use this pin to authorize your login!",ok
"PIN: 754999. We have detected that you are login from United States using IP 109.94.220.154, please use this pin to authorize your login!",ok
"PIN: 211759. We have detected that you are login from United States using IP 109.94.220.224, please use this pin to authorize your login!",ok
"PIN: 568628. We have detected that you are login from United States using IP 109.94.220.240, please use this pin to authorize your login!",ok
"PIN: 127685. We have detected that you are login from United States using IP 109.94.220.245, please use this pin to authorize your login!",ok
"PIN: 389972. We have detected that you are login from United States using IP 109.94.220.39, please use this pin to authorize your login!",ok
"PIN: 872049. We have detected that you are login from United States using IP 109.94.220.48, please use this pin to authorize your login!",ok
"PIN: 196146. We have detected that you are login from United States using IP 109.94.220.98, please use this pin to authorize your login!",ok
"ANTONIO, proprietario do CPF 109.xxx.xxx-57, seu debito atual junto ao Bradesco e de R$ 6383,5, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) ANTONIO,CPF 109.xxx.xxx-57, seu debito junto ao BRADESCO desde 12/07/2010 pode ser quitado hoje por R$2000. Ligue agora 08006002934 /whatsapp 11997193858",ok
"DAVID, CPF 109.xxx.xxx-55, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"M,CNPJ 10966.xxx/xxxx-07,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$63.75 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ADRIANA, propriatario do CPF 109xxx.xxx-92, seu ibicard c&a visa e de R$ 3266,32, lance sua proposta! Responda sem custo.",ok
"ALINE, propriatario do CPF 109xxx.xxx-78, seu c&a mastercard e de R$ 5840,64, lance sua proposta! Ligue gratis 08006002628",ok
recuperamos seu usuario e senha de acesso no infojobs! usuario: glauciana?10a.com.br. senha: lecalopes. obrigado!,ok
"Prezado Marco Antonio , boa tarde. Conforme conversamos seu agendamento para a sala de negócios Bradesco será dia 16/10 às 10h.tel:0800 882 1900 Alex moraes",ok
top target selecionou seu cv para a vaga de promotor de vendas de telefonia. entrevista amanha(25/10)as 10hs.shop downtown bl 10 sala 204-barra da tijuca.,ok
top target selecionou seu cv para a vaga de promotor de vendas. entrevista amanha(04/12)as 10hs.shop downtown bl 10 sala 204-barra da tijuca. falar com monique,ok
top target selecionou seu cv para a vaga de promotor de vendas. entrevista amanha(19/02)as 10hs.shop downtown bl 10 sala 204-barra da tijuca. falar com ohana.,ok
Sphere/POLISHOP-31/01 03:11-ec2-54-207-62-36.sa-east-1.compute.amazonaws.com/SQL - DATABASES ONLINE/Indicador esta normalizado.,ok
Sender: Monitoramento servidores que estão com problema de comunicação. Acione  Bruno.  11.11.11.11,ok
All Net: popmendanha-mkt-rb1100-1 DOWN CRITICAL - Time to live exceeded (11.11.12.101) Sat Mar 2 11:29:18 BRT 2019,ok
All Net: poppaubranco-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.111) Sat Aug 24 10:07:10 BRT 2019,ok
All Net: poppaubranco-mkt-rb1100ahx2-2 DOWN CRITICAL - Time to live exceeded (11.11.12.113) Sat Aug 24 10:18:00 BRT 2019,ok
All Net: popmuzema-mkt-rb2011-2 DOWN CRITICAL - Time to live exceeded (11.11.12.119) Sat Mar 2 06:09:27 BRT 2019,ok
All Net: popqueimados-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.121) Sun Aug 19 17:33:47 BRT 2018,ok
All Net: popqueimados-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.121) Sun Sept 23 00:52:13 BRT 2018,ok
All Net: popmexico21-mkt-ccr1016-fibra DOWN CRITICAL - Time to live exceeded (11.11.12.124) Sat Sept 29 10:38:55 BRT 2018,ok
All Net: popqueimados-mkt-rb2011-rack DOWN CRITICAL - Time to live exceeded (11.11.12.127) Sun Oct 7 13:34:30 BRT 2018,ok
All Net: popqueimados-mkt-rb2011-rack DOWN CRITICAL - Time to live exceeded (11.11.12.127) Sun Jul 14 14:41:29 BRT 2019,ok
All Net: popmendanha-mkt-switch DOWN CRITICAL - Time to live exceeded (11.11.12.128) Wed Oct 24 02:08:00 BRT 2018,ok
All Net: popipanema-mkt-rb1100ahx2-quartier DOWN CRITICAL - Time to live exceeded (11.11.12.13) Sat Sept 22 19:26:11 BRT 2018,ok
All Net: popgalpao-mkt-rb2011-noc DOWN CRITICAL - Time to live exceeded (11.11.12.130) Fri May 10 22:10:53 BRT 2019,ok
All Net: popbaixosumare-mkt-1100-axh4 DOWN CRITICAL - Time to live exceeded (11.11.12.143) Wed Feb 6 07:10:34 BRST 2019,ok
All Net: poptaquara-mkt-rb1100ahx4 DOWN CRITICAL - Time to live exceeded (11.11.12.144) Tue Aug 20 19:55:11 BRT 2019,ok
All Net: poptambau-mkt-rb2011-2 DOWN CRITICAL - Time to live exceeded (11.11.12.21) Thu Mar 21 05:31:25 BRT 2019,ok
All Net: poppetropolis-mkt-CCR1036 DOWN CRITICAL - Host Unreachable (11.11.12.22) Sat Aug 18 12:57:09 BRT 2018,ok
All Net: poppetropolis-mkt-CCR1036 DOWN CRITICAL - Time to live exceeded (11.11.12.22) Sat Sept 22 20:55:03 BRT 2018,ok
All Net: popmendanha-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.31) Sat Mar 2 12:06:40 BRT 2019,ok
All Net: popsantacruz-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.32) Sun Sept 23 00:41:44 BRT 2018,ok
All Net: popadeus2-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.42) Sun Aug 19 17:34:15 BRT 2018,ok
All Net: popadeus2-mkt-rb1100 DOWN CRITICAL - Time to live exceeded (11.11.12.48) Sat Sept 22 15:13:11 BRT 2018,ok
All Net: popdonamarta-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.51) Sun Oct 7 14:24:08 BRT 2018,ok
All Net: popsumare2-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.52) Sat Oct 6 09:10:04 BRT 2018,ok
All Net: popsumare2-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.52) Sat Oct 13 13:32:42 BRT 2018,ok
All Net: poppaubranco-mkt-rb1100ahx2-3 DOWN CRITICAL - Time to live exceeded (11.11.12.53) Sat Aug 24 10:21:50 BRT 2019,ok
All Net: popalmalex-mkt-rb1100ahx2-2 DOWN CRITICAL - Time to live exceeded (11.11.12.58) Wed Dec 5 06:19:00 BRST 2018,ok
All Net: popniteroi-mkt-rb2011-2 DOWN CRITICAL - Time to live exceeded (11.11.12.59) Sun Oct 7 14:01:44 BRT 2018,ok
All Net: popcampogrande-mkt-rb2011-2 DOWN CRITICAL - Time to live exceeded (11.11.12.60) Sun Aug 19 17:34:30 BRT 2018,ok
All Net: popbarra-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.61) Sun Oct 7 13:52:13 BRT 2018,ok
All Net: popguaratiba-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.65) Mon Sept 24 22:51:50 BRT 2018,ok
All Net: poplevel3-mkt-rb1016ccr DOWN CRITICAL - Time to live exceeded (11.11.12.66) Fri Jan 25 18:22:52 BRST 2019,ok
All Net: popcaculasc-mkt-2011 DOWN CRITICAL - Network Unreachable (11.11.12.68) Tue Aug 14 23:58:51 BRT 2018,ok
All Net: popbalanca-mkt-rb1100ahx2 DOWN CRITICAL - Network Unreachable (11.11.12.70) Tue Aug 14 23:58:53 BRT 2018,ok
All Net: popbalanca-mkt-rb1100ahx2 DOWN CRITICAL - Time to live exceeded (11.11.12.70) Sat Sept 22 21:21:13 BRT 2018,ok
All Net: popbalanca-mkt-rb1100ahx2 DOWN CRITICAL - Time to live exceeded (11.11.12.70) Fri Mar 1 22:56:11 BRT 2019,ok
All Net: popgvt-mkt-allgvt05 DOWN CRITICAL - Time to live exceeded (11.11.12.72) Sun Aug 19 17:33:56 BRT 2018,ok
All Net: popsumare3-mkt-rb2011.rack DOWN CRITICAL - Time to live exceeded (11.11.12.75) Sat Sept 22 18:35:33 BRT 2018,ok
All Net: popsumare3-mkt-rb2011.rack DOWN CRITICAL - Time to live exceeded (11.11.12.75) Sun Oct 7 21:02:19 BRT 2018,ok
All Net: popgalpao-mkt-rb2011-2 DOWN CRITICAL - Network Unreachable (11.11.12.76) Tue Aug 14 23:58:49 BRT 2018,ok
All Net: popmangueirinha-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.78) Sun Sept 23 00:41:23 BRT 2018,ok
All Net: popmangueirinha-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.78) Sun Oct 7 14:13:25 BRT 2018,ok
All Net: popalgar-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.80) Sat Sept 22 20:53:54 BRT 2018,ok
All Net: poppetropolis2-mkt-rb1100-AHx2 DOWN CRITICAL - Time to live exceeded (11.11.12.82) Sun Sept 23 00:40:34 BRT 2018,ok
All Net: popcidadedasartes-mkt-rb1100ahx2 DOWN CRITICAL - Time to live exceeded (11.11.12.83) Wed Jun 5 22:20:39 BRT 2019,ok
All Net: popmangaratiba-mkt-rb2011-rack DOWN CRITICAL - Time to live exceeded (11.11.12.84) Tue May 28 08:24:23 BRT 2019,ok
All Net: popalcantara-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.88) Sat Aug 18 12:58:03 BRT 2018,ok
All Net: poppetropolis-mkt-rb2011 DOWN CRITICAL - Time to live exceeded (11.11.12.89) Sun Oct 7 12:56:57 BRT 2018,ok
All Net: popmendanha-mkt-rb1100-4 DOWN CRITICAL - Time to live exceeded (11.11.12.92) Wed Oct 24 02:07:58 BRT 2018,ok
All Net: popadeus2-mkt-switch DOWN CRITICAL - Time to live exceeded (11.11.12.93) Sun Aug 19 17:34:17 BRT 2018,ok
All Net: poptim2-mkt-ccr1036 DOWN CRITICAL - Time to live exceeded (11.11.12.95) Sun Oct 7 08:40:16 BRT 2018,ok
"ACE Digital : Aloisio,  já solicitou a renovação do certif digital d ALOISIO NASCIMENTO SANTANA ME venc 04/11.tel 33231109 comercial@empresariocapixaba.com.br",ok
"Ei, Andrade, seu CPF 110-xxx.xxx-30 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com BARBARA. Assunto de extrema importancia, CPF: 110-xxx.xxx-45 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"???? ? ?????????? OlympTrad?: 110.138.213.84, ID, Kediri",ok
"OlympTrad? login: 110.173.48.154, HK, ",ok
Zabbix_server: InformaÃ§Ã£o! O Evento 08:41:54 solucionado em 2018.10.22 CPU 6 user time is too high on SERVER IP: 110.33.172.233 Status: Warning,ok
"OlympTrad? login: 110.74.195.86, KH, Phnom Penh",ok
"OlympTrad? login: 110.74.196.138, KH, ",ok
"OlympTrad? login: 110.74.208.154, KH, ",ok
"ADRIANO, proprietario do CPF 110.xxx.xxx-23, seu debito atual junto ao Bradesco e de R$ 25925,02, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) MARCONI,CPF 110.xxx.xxx-78, seu debito junto ao BRADESCO desde 25/08/1999 pode ser quitado hoje por R$1000. Ligue agora 08006002934 /whatsapp 11997193858",ok
"JOSE, CPF 110.xxx.xxx-58, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
O servico ping no dispositivo 1100-col.bommtempo.inf.br agora esta down. Hora: Aug/01/2018 09:13:53,ok
O servico ping no dispositivo 1100-Fiber-BPR.bommtempo.inf.br agora esta down. Hora: Aug/15/2018 03:02:49,ok
O servico ping no dispositivo 1100-Fiber-BPR.bommtempo.inf.br agora esta down. Hora: Oct/18/2018 01:47:35,ok
"LUCIANO,CNPJ 11016.xxx/xxxx-72,proposta p/ quitar seu debito referente a CARTAO CREDITO por R$127.73 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ST,CNPJ 11034.xxx/xxxx-54,proposta p/ quitar seu debito referente a CARTAO CREDITO por R$27.66 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ADEMART, propriatario do CPF 110xxx.xxx-09, seu bradescard e de R$ 4062,06, lance sua proposta! Responda sem custo.",ok
"ADALBERTO, propriatario do CPF 110xxx.xxx-84, seu cartao cattan ibi e de R$ 2432,08, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Alricelia, seu CPF 111-xxx.xxx-10 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com DEGRIMAR. Assunto de extrema importancia, CPF: 111-xxx.xxx-60 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"Estamos tentando contato com TEREZA. Assunto de extrema importancia, CPF: 111-xxx.xxx-69 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
SA200NTW Res 330143 010 A1 algar.br    111.111.111.111 8600,ok
"OlympTrad? login: 111.125.87.199, PH, Quezon City",ok
"Faça login no aplicativo OlympTrad?: 111.221.44.60, SG, ",ok
"ADRIANA, proprietario do CPF 111.xxx.xxx-98, seu debito atual junto ao Bradesco e de R$ 3605,85, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) JEICY,CPF 111.xxx.xxx-76, seu debito junto ao BRADESCO desde 01/02/2012 pode ser quitado hoje por R$1000. Ligue agora 08006002934 /whatsapp 11997193858",ok
"LUIZ, CPF 111.xxx.xxx-65, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"ADRIANA, propriatario do CPF 111xxx.xxx-39, seu c&a mastercard e de R$ 5847,65, lance sua proposta! Responda sem custo.",ok
"ADRIANA, propriatario do CPF 111xxx.xxx-39, seu c&a mastercard e de R$ 5862,22, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Elane, seu CPF 112-xxx.xxx-58 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com JOSE. Assunto de extrema importancia, CPF: 112-xxx.xxx-67 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"Estamos tentando contato com JOSE. Assunto de extrema importancia, CPF: 112-xxx.xxx-67 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"Gruppen SIEM - CORE: Outbound cleartext password usage from non guest network detected (Destination IP: 112.163.55.29
  Destination Country: Korea, Republic of",ok
"BRUNA, proprietario do CPF 112.xxx.xxx-26, seu debito atual junto ao Bradesco e de R$ 44830,79, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) FABIANO,CPF 112.xxx.xxx-46, seu debito junto ao BRADESCO desde 03/01/2013 pode ser quitado hoje por R$1500. Ligue agora 08006002934 /whatsapp 11997193858",ok
"LAERTE, CPF 112.xxx.xxx-12, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"CONCEPT,CNPJ 11265.xxx/xxxx-30,proposta p/ quitar seu debito referente a CARTAO CREDITO por R$1136.86 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ABILIO, propriatario do CPF 112xxx.xxx-72, seu cartao comper e de R$ 3304,23, lance sua proposta! Responda sem custo.",ok
"ALCIONE, propriatario do CPF 112xxx.xxx-56, seu c&a mastercard e de R$ 5024,81, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Alexsander, seu CPF 113-xxx.xxx-48 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com NOELIA. Assunto de extrema importancia, CPF: 113-xxx.xxx-06 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"Estamos tentando contato com DEYVISON. Assunto de extrema importancia, CPF: 113-xxx.xxx-80 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"OlympTrad? login: 113.161.207.99, VN, Can Tho",ok
"OlympTrad? login: 113.53.254.215, TH, ",ok
"BRUNA, proprietario do CPF 113.xxx.xxx-86, seu debito atual junto ao Bradesco e de R$ 1653,03, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) LUIZ,CPF 113.xxx.xxx-00, seu debito junto ao BRADESCO desde 10/07/2012 pode ser quitado hoje por R$600. Ligue agora 08006002934 /whatsapp 11997193858",ok
"ELIANE, CPF 113.xxx.xxx-58, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"ADEMAR, propriatario do CPF 113xxx.xxx-20, seu c&a mastercard e de R$ 3814,04, lance sua proposta! Responda sem custo.",ok
"AIRA, propriatario do CPF 113xxx.xxx-00, seu c&a mastercard e de R$ 1395,32, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Alexandre, seu CPF 114-xxx.xxx-44 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com SANDRA. Assunto de extrema importancia, CPF: 114-xxx.xxx-14 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"Estamos tentando contato com MARIA. Assunto de extrema importancia, CPF: 114-xxx.xxx-10 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"06080429BF0501|COMUNICADO DE PROTESTO
MARTINIANO JOSE DA SILVA
CPF: 114.xxx.343-15
Aviso extrajudicial via tabelião de protesto contra V.Sa. Ref. ao PROCESSO nº: ",ok
"ADRIANO, proprietario do CPF 114.xxx.xxx-40, seu debito atual junto ao Bradesco e de R$ 3282,37, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) IMMER,CPF 114.xxx.xxx-64, seu debito junto ao BRADESCO desde 26/08/2012 pode ser quitado hoje por R$800. Ligue agora 08006002934 /whatsapp 11997193858",ok
"CARLOS, CPF 114.xxx.xxx-75, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"ABINADABIA, propriatario do CPF 114xxx.xxx-70, seu cartao cattan ibi e de R$ 3670,39, lance sua proposta! Responda sem custo.",ok
"ADRIANA, propriatario do CPF 114xxx.xxx-07, seu c&a mastercard e de R$ 1001,98, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Alexandre, seu CPF 115-xxx.xxx-54 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com JOSE. Assunto de extrema importancia, CPF: 115-xxx.xxx-03 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"OlympTrad? login: 115.124.86.250, ID, Jakarta",ok
"OlympTrad? login: 115.202.156.187, CN, Wenling",ok
"CELSO, proprietario do CPF 115.xxx.xxx-97, seu debito atual junto ao Bradesco e de R$ 12546,7, lance sua proposta! WhatsApp 11955831425",ok
"Sr.(a) FATIMA,CPF 115.xxx.xxx-09, seu debito junto ao BRADESCO desde 08/09/2010 pode ser quitado hoje por R$1000. Ligue agora 08006002934 /whatsapp 11997193858",ok
"FELIPE, CPF 115.xxx.xxx-80, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok
"GPS,CNPJ 11589.xxx/xxxx-60,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$5920.1 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok
"ADEMILSON, propriatario do CPF 115xxx.xxx-69, seu ibicard c&a visa e de R$ 5623,41, lance sua proposta! Responda sem custo.",ok
"ALDENIRA, propriatario do CPF 115xxx.xxx-03, seu ibicard c&a visa e de R$ 2545,32, lance sua proposta! Ligue gratis 08006002628",ok
"Ei, Diego, seu CPF 116-xxx.xxx-09 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok
"Estamos tentando contato com VERA. Assunto de extrema importancia, CPF: 116-xxx.xxx-98 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok
"Estamos tentando contato com DALILA. Assunto de extrema importancia, CPF: 116-xxx.xxx-61 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok
"OlympTrad? login: 116.0.54.30, PK, Lahore",ok
"OlympTrad? login: 116.202.100.202, DE, ",ok
"CARLOS, proprietario do CPF 116.xxx.xxx-89, seu debito atual junto ao Bradesco e de R$ 10007,64, lance sua proposta! WhatsApp 11955831425",ok
